date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:13	160768/160768	---MCZ	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.eot	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900.eot	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:13	160768/160768	---M-Z	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.eot?	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900d41d.eot	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:14	59572/59572	---M--	200	added ('OK')	font/woff2	etag:%2239fa852ccf4fd2ccb482bc12175ee6d4-ssl%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.woff2	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900.woff2	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:15	76632/76632	---MCZ	200	added ('OK')	application/font-woff	etag:%22fbfa28beb9a6b4e74a9f5791979838cc-ssl-df%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.woff	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900.woff	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:16	160548/160548	---M--	200	added ('OK')	font/ttf	etag:%2234bec5939121f926c5488f46852debf9-ssl%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.ttf	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900.ttf	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:17	55820/55820	---MCZ	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.eot?w118d	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Free54e9.eot	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
15:42:17	55820/55820	---M-Z	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.eot?	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Freed41d.eot	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
15:42:18	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22c20ce2963a765622e5788ee5698ede04-ssl%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.woff2?w118d	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Free54e9.woff2	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
15:42:18	592839/592839	---MCZ	200	added ('OK')	image/svg+xml	etag:%227394b530355d8cf5fb396a5fcb732118-ssl-df%22	https://watson-vcard.netlify.app/fonts/fa-solid-900.svg	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/fa-solid-900.svg	(from https://watson-vcard.netlify.app/css/plugins/font-awesome.css)
15:42:20	55696/55696	---MCZ	200	added ('OK')	application/font-woff	etag:%2254bbc99000479db0b702fe2e91f79795-ssl-df%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.woff?w118d	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Free54e9.woff	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
15:42:20	55620/55620	---M--	200	added ('OK')	font/ttf	etag:%2262cc18a67e2858bf22318612c249b193-ssl%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.ttf?w118d	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Free54e9.ttf	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
15:42:22	3048/3048	---MCZ	404	error ('Not%20Found')	text/html	etag:1535465260-ssl-df	https://watson-vcard.netlify.app/css/plugins/owl.video.play.png	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/css/plugins/owl.video.play.5c.delayed	(from https://watson-vcard.netlify.app/css/plugins/owl.carousel.min.css)
15:42:22	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:%220c5d4d68f4555ff63bcba3cacb7e9870-ssl-df%22	https://watson-vcard.netlify.app/fonts/Linearicons-Free.svg?w118d	C:/Users/ADMIN/Desktop/theme1/theme1/watson-vcard.netlify.app/fonts/Linearicons-Free54e9.svg	(from https://watson-vcard.netlify.app/css/plugins/linear-icons.css)
